2009,"Indiana University, Bloomington",Big Ten Conference,Football,IN,79,69,,
2009,Iowa State University,Big 12 Conference,Football,IA,72,50,,
2009,University of Iowa,Big Ten Conference,Football,IA,74,59,,
2009,Jackson State University,Southwestern Athletic Conf.,Football,MS,54,43,,
2009,Jacksonville State University,Ohio Valley Conference,Football,AL,58,55,,
2009,Jacksonville University,Pioneer Football League,Football,FL,61,,,
2009,James Madison University,Colonial Athletic Association,Football,VA,75,76,,
2009,Kansas State University,Big 12 Conference,Football,KS,76,65,,
2009,University of Kansas,Big 12 Conference,Football,KS,81,72,,
2009,Kent State University,Mid-American Conference,Football,OH,72,72,,
2009,University of Kentucky,Southeastern Conference,Football,KY,70,58,,
2009,Lafayette College,Patriot League,Football,PA,96,78,,
2009,Lamar University,Southland Conference,Football,TX,73,52,,
2009,Lehigh University,Patriot League,Football,PA,84,77,,
2009,Liberty University,Big South Conference,Football,VA,75,65,,
2009,Louisiana State University,Southeastern Conference,Football,LA,73,44,,
2009,Louisiana Tech University,Conference USA,Football,LA,72,61,,
2009,University of Louisville,Atlantic Coast Conference,Football,KY,69,54,,
2009,"University of Maine, Orono",Colonial Athletic Association,Football,ME,77,67,,
2009,Marist College,Pioneer Football League,Football,NY,78,100,,
2009,Marshall University,Conference USA,Football,WV,70,47,,
2009,"University of Maryland, College Park",Big Ten Conference,Football,MD,78,67,,
2009,"University of Massachusetts, Amherst",Mid-American Conference,Football,MA,62,52,,
2009,McNeese State University,Southland Conference,Football,LA,67,65,,
2009,University of Memphis,American Athletic Conference,Football,TN,71,56,,
2009,Miami University (Ohio),Mid-American Conference,Football,OH,76,72,,
2009,University of Miami (Florida),Atlantic Coast Conference,Football,FL,86,67,,
2009,Michigan State University,Big Ten Conference,Football,MI,71,50,,
2009,University of Michigan,Big Ten Conference,Football,MI,79,66,,
2009,Middle Tennessee State University,Conference USA,Football,TN,83,69,,
2009,"University of Minnesota, Twin Cities",Big Ten Conference,Football,MN,71,56,,
2009,Mississippi State University,Southeastern Conference,Football,MS,75,60,,
2009,Mississippi Valley State University,Southwestern Athletic Conf.,Football,MS,55,32,,
2009,University of Mississippi,Southeastern Conference,Football,MS,63,45,,
2009,"University of Missouri, Columbia",Southeastern Conference,Football,MO,82,66,,
2009,Monmouth University,Big South Conference,Football,NJ,84,69,,
2009,Montana State University-Bozeman,Big Sky Conference,Football,MT,72,54,,
2009,University of Montana,Big Sky Conference,Football,MT,65,55,,
2009,Morehead State University,Pioneer Football League,Football,KY,54,,,
2009,Morgan State University,Mid-Eastern Athletic Conf.,Football,MD,50,41,,
2009,Murray State University,Ohio Valley Conference,Football,KY,70,55,,
2009,"University of North Carolina, Chapel Hill",Atlantic Coast Conference,Football,NC,59,46,,
2009,"University of Nebraska, Lincoln",Big Ten Conference,Football,NE,86,73,,
2009,"University of Nevada, Las Vegas",Mountain West Conference,Football,NV,51,44,,
2009,"University of Nevada, Reno",Mountain West Conference,Football,NV,69,57,,
2009,University of New Hampshire,Colonial Athletic Association,Football,NH,79,67,,
2009,New Mexico State University,Sun Belt Conference,Football,NM,66,59,,
2009,University of New Mexico,Mountain West Conference,Football,NM,65,56,,
2009,Nicholls State University,Southland Conference,Football,LA,69,42,,
2009,Norfolk State University,Mid-Eastern Athletic Conf.,Football,VA,55,52,,
2009,North Carolina A&T State University,Mid-Eastern Athletic Conf.,Football,NC,53,48,,
2009,North Carolina Central University,Mid-Eastern Athletic Conf.,Football,NC,65,47,,
2009,North Carolina State University,Atlantic Coast Conference,Football,NC,70,65,,
2009,North Dakota State University,Missouri Valley Football Conference,Football,ND,73,65,,
2009,University of North Dakota,Big Sky Conference,Football,ND,77,62,,
2009,University of North Texas,Conference USA,Football,TX,71,51,,
2009,University of Louisiana Monroe,Sun Belt Conference,Football,LA,57,49,,
2009,Northern Arizona University,Big Sky Conference,Football,AZ,72,42,,
2009,University of Northern Colorado,Big Sky Conference,Football,CO,66,47,,
2009,Northern Illinois University,Mid-American Conference,Football,IL,84,71,,
2009,University of Northern Iowa,Missouri Valley Football Conference,Football,IA,62,57,,
2009,Northwestern State University,Southland Conference,Football,LA,51,43,,
2009,Northwestern University,Big Ten Conference,Football,IL,97,92,,
2009,University of Notre Dame,Independent,Football,IN,93,79,,
2009,The Ohio State University,Big Ten Conference,Football,OH,74,57,,
2009,Ohio University,Mid-American Conference,Football,OH,73,64,,
2009,Oklahoma State University,Big 12 Conference,Football,OK,50,41,,
2009,University of Oklahoma,Big 12 Conference,Football,OK,76,60,,
2009,Old Dominion University,Conference USA,Football,VA,73,57,,
2009,Oregon State University,Pac-12 Conference,Football,OR,72,54,,
2009,University of Oregon,Pac-12 Conference,Football,OR,68,60,,
2009,Pennsylvania State University,Big Ten Conference,Football,PA,80,66,,
2009,University of Pennsylvania,The Ivy League,Football,PA,95,,,
2009,University of Pittsburgh,Atlantic Coast Conference,Football,PA,71,57,,
2009,Portland State University,Big Sky Conference,Football,OR,61,50,,
2009,Prairie View A&M University,Southwestern Athletic Conf.,Football,TX,59,54,,
2009,Princeton University,The Ivy League,Football,NJ,97,,,
2009,Purdue University,Big Ten Conference,Football,IN,81,66,,
2009,University of Rhode Island,Colonial Athletic Association,Football,RI,71,55,,
2009,Rice University,Conference USA,Football,TX,94,85,,
2009,University of Richmond,Colonial Athletic Association,Football,VA,82,71,,
2009,Robert Morris University,Northeast Conference,Football,PA,71,54,,
2009,"Rutgers, The State University of New Jersey, New Brunswick",Big Ten Conference,Football,NJ,82,58,,
2009,Sacred Heart University,Northeast Conference,Football,CT,73,51,,
2009,Saint Francis University (Pennsylvania),Northeast Conference,Football,PA,77,67,,
2009,Sam Houston State University,Southland Conference,Football,TX,59,47,,
2009,Samford University,Southern Conference,Football,AL,94,70,,
2009,San Diego State University,Mountain West Conference,Football,CA,70,71,,
2009,University of San Diego,Pioneer Football League,Football,CA,91,,,
2009,San Jose State University,Mountain West Conference,Football,CA,71,61,,
2009,Savannah State University,Mid-Eastern Athletic Conf.,Football,GA,39,31,,
2009,University of South Alabama,Sun Belt Conference,Football,AL,58,53,,
2009,South Carolina State University,Mid-Eastern Athletic Conf.,Football,SC,58,50,,
2009,"University of South Carolina, Columbia",Southeastern Conference,Football,SC,95,57,,
2009,South Dakota State University,Missouri Valley Football Conference,Football,SD,68,66,,
2009,University of South Dakota,Missouri Valley Football Conference,Football,SD,70,53,,
2009,University of South Florida,American Athletic Conference,Football,FL,82,68,,
2009,Southeast Missouri State University,Ohio Valley Conference,Football,MO,64,55,,
2009,Southeastern Louisiana University,Southland Conference,Football,LA,58,41,,
2009,University of Southern California,Pac-12 Conference,Football,CA,67,52,,
2009,Southern Illinois University at Carbondale,Missouri Valley Football Conference,Football,IL,73,66,,
2009,Southern Methodist University,American Athletic Conference,Football,TX,71,62,,
2009,The University of Southern Mississippi,Conference USA,Football,MS,79,68,,
2009,"Southern University, Baton Rouge",Southwestern Athletic Conf.,Football,LA,47,44,,
2009,Southern Utah University,Big Sky Conference,Football,UT,61,60,,
2009,Missouri State University,Missouri Valley Football Conference,Football,MO,62,54,,
2009,Texas State University,Sun Belt Conference,Football,TX,68,49,,
2009,University of Louisiana at Lafayette,Sun Belt Conference,Football,LA,80,69,,
2009,Stanford University,Pac-12 Conference,Football,CA,99,92,,
2009,Stephen F. Austin State University,Southland Conference,Football,TX,35,32,,
2009,Stony Brook University,Colonial Athletic Association,Football,NY,79,64,,
2009,Syracuse University,Atlantic Coast Conference,Football,NY,80,59,,
2009,Temple University,American Athletic Conference,Football,PA,86,68,,
2009,Tennessee State University,Ohio Valley Conference,Football,TN,40,31,,
2009,Tennessee Technological University,Ohio Valley Conference,Football,TN,74,65,,
2009,University of Tennessee at Chattanooga,Southern Conference,Football,TN,68,56,,
2009,"University of Tennessee, Knoxville",Southeastern Conference,Football,TN,58,45,,
2009,University of Tennessee at Martin,Ohio Valley Conference,Football,TN,68,52,,
2009,"Texas A&M University, College Station",Southeastern Conference,Football,TX,73,61,,
2009,Texas Christian University,Big 12 Conference,Football,TX,79,69,,
2009,Texas Southern University,Southwestern Athletic Conf.,Football,TX,42,35,,
2009,Texas Tech University,Big 12 Conference,Football,TX,71,61,,
2009,University of Texas at Austin,Big 12 Conference,Football,TX,58,51,,
2009,University of Texas at El Paso,Conference USA,Football,TX,70,59,,
2009,University of Texas at San Antonio,Conference USA,Football,TX,86,,,
2009,University of Toledo,Mid-American Conference,Football,OH,77,63,,
2009,Towson University,Colonial Athletic Association,Football,MD,68,62,,
2009,Troy University,Sun Belt Conference,Football,AL,65,51,,
2009,Tulane University,American Athletic Conference,Football,LA,87,71,,
2009,The University of Tulsa,American Athletic Conference,Football,OK,71,59,,
2009,U.S. Air Force Academy,Mountain West Conference,Football,CO,82,,,
2009,U.S. Military Academy,Independent,Football,NY,84,,,
2009,U.S. Naval Academy,American Athletic Conference,Football,MD,80,,,
2009,Utah State University,Mountain West Conference,Football,UT,87,62,,
2009,University of Utah,Pac-12 Conference,Football,UT,78,59,,
2009,Valparaiso University,Pioneer Football League,Football,IN,72,,,
2009,Vanderbilt University,Southeastern Conference,Football,TN,84,74,,
2009,Villanova University,Colonial Athletic Association,Football,PA,82,78,,
2009,Virginia Military Institute,Southern Conference,Football,VA,79,69,,
2009,Virginia Polytechnic Institute and State University,Atlantic Coast Conference,Football,VA,89,67,,
2009,University of Virginia,Atlantic Coast Conference,Football,VA,77,70,,
2009,Wagner College,Northeast Conference,Football,NY,81,59,,
2009,Wake Forest University,Atlantic Coast Conference,Football,NC,91,83,,
2009,Washington State University,Pac-12 Conference,Football,WA,70,61,,
2009,University of Washington,Pac-12 Conference,Football,WA,78,58,,
2009,Weber State University,Big Sky Conference,Football,UT,69,60,,
2009,West Virginia University,Big 12 Conference,Football,WV,67,56,,
2009,Western Carolina University,Southern Conference,Football,NC,68,46,,
2009,Western Illinois University,Missouri Valley Football Conference,Football,IL,66,50,,
2009,Western Kentucky University,Conference USA,Football,KY,81,68,,
2009,Western Michigan University,Mid-American Conference,Football,MI,69,56,,
2009,William & Mary,Colonial Athletic Association,Football,VA,78,77,,
2009,University of Wisconsin-Madison,Big Ten Conference,Football,WI,73,64,,
2009,University of Wyoming,Mountain West Conference,Football,WY,73,51,,
2009,Yale University,The Ivy League,Football,CT,96,,,
2009,Youngstown State University,Missouri Valley Football Conference,Football,OH,65,49,,
2009,University of Central Arkansas,Southland Conference,Football,AR,69,49,,
2009,Elon University,Colonial Athletic Association,Football,NC,87,82,,
2009,Gardner-Webb University,Big South Conference,Football,NC,80,68,,
2009,Presbyterian College,Big South Conference,Football,SC,75,63,,
2009,"University of Arkansas, Pine Bluff",Southwestern Athletic Conf.,Football,AR,58,49,,
2009,University of the Incarnate Word,Southland Conference,Football,TX,78,55,,
2009,Wofford College,Southern Conference,Football,SC,94,78,,
