"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.url","Answer.category.label","Approve","Reject"
"3R5OYNIC2CUGRXVRCF60PCL7O29TPR","3EOS91U1V0XUTG2UX8GENP0OUZNYBM","Select genre for each song","Select from a list of categories what genre best describes the song","music, genre, classification, songs","$0.01","Tue Nov 12 13:37:17 PST 2019","1","BatchId:3833222;OriginalHitTemplateId:928390929;","18000","518400","Thu Nov 14 13:37:17 PST 2019","","","3OVR4I9USQ4KW8FANTPI6TUBRJW4QA","A23L106F5YQY8T","Submitted","Tue Nov 12 13:40:54 PST 2019","Tue Nov 12 13:41:00 PST 2019","Mon Nov 18 13:41:00 PST 2019","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","https://www.google.com/search?q=Mask Off Future","Soul"
"3VP28W7DUN50MWFW44ZDZ68K7S8ZFA","3EOS91U1V0XUTG2UX8GENP0OUZNYBM","Select genre for each song","Select from a list of categories what genre best describes the song","music, genre, classification, songs","$0.01","Tue Nov 12 13:37:17 PST 2019","1","BatchId:3833222;OriginalHitTemplateId:928390929;","18000","518400","Thu Nov 14 13:37:17 PST 2019","","","3L6L49WXW1IV3MWC311F8IZKVN945X","A2JAMNGL6SDAHQ","Submitted","Tue Nov 12 13:40:27 PST 2019","Tue Nov 12 13:47:24 PST 2019","Mon Nov 18 13:47:24 PST 2019","","","","417","0% (0/0)","0% (0/0)","0% (0/0)","https://www.google.com/search?q=Redbone Childish Gambino","Soul"
"3IVKZBIBJ0UNZGKO42T56YNU0SLHSL","3EOS91U1V0XUTG2UX8GENP0OUZNYBM","Select genre for each song","Select from a list of categories what genre best describes the song","music, genre, classification, songs","$0.01","Tue Nov 12 13:37:17 PST 2019","1","BatchId:3833222;OriginalHitTemplateId:928390929;","18000","518400","Thu Nov 14 13:37:17 PST 2019","","","34S6N1K2ZW43HNNSAV15JW4LMIVHLK","A2JAMNGL6SDAHQ","Submitted","Tue Nov 12 13:40:31 PST 2019","Tue Nov 12 13:49:01 PST 2019","Mon Nov 18 13:49:01 PST 2019","","","","510","0% (0/0)","0% (0/0)","0% (0/0)","https://www.google.com/search?q=Xanny Family Future","Hip Hop"
"37VUR2VJ6AAWOOAE5R0KZ635X041CD","3EOS91U1V0XUTG2UX8GENP0OUZNYBM","Select genre for each song","Select from a list of categories what genre best describes the song","music, genre, classification, songs","$0.01","Tue Nov 12 13:37:17 PST 2019","1","BatchId:3833222;OriginalHitTemplateId:928390929;","18000","518400","Thu Nov 14 13:37:17 PST 2019","","","3OB0CAO74IANHMURTAQVD46HVXZHYC","A3FSDH6HUZPNQ8","Submitted","Tue Nov 12 13:40:46 PST 2019","Tue Nov 12 13:47:16 PST 2019","Mon Nov 18 13:47:16 PST 2019","","","","390","0% (0/0)","0% (0/0)","0% (0/0)","https://www.google.com/search?q=Stitches Shawn Mendes","Pop"
"3K2CEDRACBMA6UYEKZE888RCJXYMTO","3EOS91U1V0XUTG2UX8GENP0OUZNYBM","Select genre for each song","Select from a list of categories what genre best describes the song","music, genre, classification, songs","$0.01","Tue Nov 12 13:37:17 PST 2019","1","BatchId:3833222;OriginalHitTemplateId:928390929;","18000","518400","Thu Nov 14 13:37:17 PST 2019","","","3X3OR7WPZ0LAOCMZ7R7Z6JBMJZ68LX","A2JAMNGL6SDAHQ","Submitted","Tue Nov 12 13:42:22 PST 2019","Tue Nov 12 13:42:45 PST 2019","Mon Nov 18 13:42:45 PST 2019","","","","23","0% (0/0)","0% (0/0)","0% (0/0)","https://www.google.com/search?q=When The Night Falls - feat. Solange Knowles Chromeo","Electronic"
"3MA5N0ATTCW78N25US63GF67YMLWKJ","3EOS91U1V0XUTG2UX8GENP0OUZNYBM","Select genre for each song","Select from a list of categories what genre best describes the song","music, genre, classification, songs","$0.01","Tue Nov 12 13:37:17 PST 2019","1","BatchId:3833222;OriginalHitTemplateId:928390929;","18000","518400","Thu Nov 14 13:37:17 PST 2019","","","33CUSNVVNOXF952GD2YV1EPGZZ788B","AY0R6NKZJK1L2","Submitted","Tue Nov 12 13:59:48 PST 2019","Tue Nov 12 14:04:22 PST 2019","Mon Nov 18 14:04:22 PST 2019","","","","274","0% (0/0)","0% (0/0)","0% (0/0)","https://www.google.com/search?q=Master Of None Beach House","Indie"
"3O71U79SRBA9RULZVZ9IY3VQHEKMSZ","3EOS91U1V0XUTG2UX8GENP0OUZNYBM","Select genre for each song","Select from a list of categories what genre best describes the song","music, genre, classification, songs","$0.01","Tue Nov 12 13:37:17 PST 2019","1","BatchId:3833222;OriginalHitTemplateId:928390929;","18000","518400","Thu Nov 14 13:37:17 PST 2019","","","3NL0RFNU0G8YL5HFAO5LA7I2SD44KI","AFHG0V5KN7MAO","Submitted","Tue Nov 12 13:40:49 PST 2019","Tue Nov 12 13:42:00 PST 2019","Mon Nov 18 13:42:00 PST 2019","","","","71","0% (0/0)","0% (0/0)","0% (0/0)","https://www.google.com/search?q=Mercy Kanye West","Hip Hop"
"3XJOUITW8UC1R9W6CSLPPHBHTYVTQI","3EOS91U1V0XUTG2UX8GENP0OUZNYBM","Select genre for each song","Select from a list of categories what genre best describes the song","music, genre, classification, songs","$0.01","Tue Nov 12 13:37:17 PST 2019","1","BatchId:3833222;OriginalHitTemplateId:928390929;","18000","518400","Thu Nov 14 13:37:17 PST 2019","","","30MVJZJNHNY47RH99Y10Q0T5ZGJ9JL","A3FSDH6HUZPNQ8","Submitted","Tue Nov 12 13:43:40 PST 2019","Tue Nov 12 13:49:13 PST 2019","Mon Nov 18 13:49:13 PST 2019","","","","333","0% (0/0)","0% (0/0)","0% (0/0)","https://www.google.com/search?q=I Will Never Let You Down Rita Ora","R&B"
"3Y3CZJSZ9KEZI80GOBSRRRF89HBR5Q","3EOS91U1V0XUTG2UX8GENP0OUZNYBM","Select genre for each song","Select from a list of categories what genre best describes the song","music, genre, classification, songs","$0.01","Tue Nov 12 13:37:17 PST 2019","1","BatchId:3833222;OriginalHitTemplateId:928390929;","18000","518400","Thu Nov 14 13:37:17 PST 2019","","","3O6CYIULEEMOX35BE8F6BMAREX0WUS","AX0BOUFZGRK50","Submitted","Tue Nov 12 13:39:32 PST 2019","Tue Nov 12 13:40:03 PST 2019","Mon Nov 18 13:40:03 PST 2019","","","","31","0% (0/0)","0% (0/0)","0% (0/0)","https://www.google.com/search?q=Dont You Evah Spoon","Indie"
"3AC6MFV69K3K0S62ZUND2RKXN7LZH8","3EOS91U1V0XUTG2UX8GENP0OUZNYBM","Select genre for each song","Select from a list of categories what genre best describes the song","music, genre, classification, songs","$0.01","Tue Nov 12 13:37:17 PST 2019","1","BatchId:3833222;OriginalHitTemplateId:928390929;","18000","518400","Thu Nov 14 13:37:17 PST 2019","","","3U0SRXB7CEQ6UH4GIDTEASAGEMTRNT","A10Z2HVND3FW08","Submitted","Tue Nov 12 13:41:22 PST 2019","Tue Nov 12 13:41:41 PST 2019","Mon Nov 18 13:41:41 PST 2019","","","","19","0% (0/0)","0% (0/0)","0% (0/0)","https://www.google.com/search?q=We Exist Arcade Fire","Indie"
