"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.text","Answer.sentiment.label","Approve","Reject"
"3Z56AA6EK4L44WN2OM6FXYZYTDZ6MF","3NY2APCH3ADR5OGYG9DS2B32XJRL9G","Sentiment analysis on yelp reviews","label yelp reviews on positivity","sentiment, text, restaurant, yelp","$0.05","Sat Aug 03 11:21:06 PDT 2019","5","BatchId:3725165;OriginalHitTemplateId:928390909;","10800","259200","Mon Aug 05 11:21:06 PDT 2019","","","30MVJZJNHNY47RH99Y10Q0T5JBHJ93","A13CLN8L5HFT46","Submitted","Sat Aug 03 11:22:21 PDT 2019","Sat Aug 03 11:30:00 PDT 2019","Tue Aug 06 11:30:00 PDT 2019","","","","459","0% (0/0)","0% (0/0)","0% (0/0)","Total bill for this horrible service? Over $8Gs. These crooks actually had the nerve to charge us $69 for 3 pills. I checked online the pills can be had for 19 cents EACH! Avoid Hospital ERs at all costs.","Somewhat Negative"
"3Z56AA6EK4L44WN2OM6FXYZYTDZ6MF","3NY2APCH3ADR5OGYG9DS2B32XJRL9G","Sentiment analysis on yelp reviews","label yelp reviews on positivity","sentiment, text, restaurant, yelp","$0.05","Sat Aug 03 11:21:06 PDT 2019","5","BatchId:3725165;OriginalHitTemplateId:928390909;","10800","259200","Mon Aug 05 11:21:06 PDT 2019","","","3B4YI393VAHFB9WY5YA5ZWPI7IJSS3","AKSJ3C5O3V9RB","Submitted","Sat Aug 03 11:21:40 PDT 2019","Sat Aug 03 11:47:09 PDT 2019","Tue Aug 06 11:47:09 PDT 2019","","","","1529","0% (0/0)","0% (0/0)","0% (0/0)","Total bill for this horrible service? Over $8Gs. These crooks actually had the nerve to charge us $69 for 3 pills. I checked online the pills can be had for 19 cents EACH! Avoid Hospital ERs at all costs.","Very Negative"
"3Z56AA6EK4L44WN2OM6FXYZYTDZ6MF","3NY2APCH3ADR5OGYG9DS2B32XJRL9G","Sentiment analysis on yelp reviews","label yelp reviews on positivity","sentiment, text, restaurant, yelp","$0.05","Sat Aug 03 11:21:06 PDT 2019","5","BatchId:3725165;OriginalHitTemplateId:928390909;","10800","259200","Mon Aug 05 11:21:06 PDT 2019","","","3JZQSN0I3RV3HZIL4EGP3JN0UHVGFO","A2C2H0JKIBCP4P","Submitted","Sat Aug 03 11:22:05 PDT 2019","Sat Aug 03 11:22:40 PDT 2019","Tue Aug 06 11:22:40 PDT 2019","","","","35","0% (0/0)","0% (0/0)","0% (0/0)","Total bill for this horrible service? Over $8Gs. These crooks actually had the nerve to charge us $69 for 3 pills. I checked online the pills can be had for 19 cents EACH! Avoid Hospital ERs at all costs.","Very Negative"
"3Z56AA6EK4L44WN2OM6FXYZYTDZ6MF","3NY2APCH3ADR5OGYG9DS2B32XJRL9G","Sentiment analysis on yelp reviews","label yelp reviews on positivity","sentiment, text, restaurant, yelp","$0.05","Sat Aug 03 11:21:06 PDT 2019","5","BatchId:3725165;OriginalHitTemplateId:928390909;","10800","259200","Mon Aug 05 11:21:06 PDT 2019","","","3QECW5O0KIMFK7B2I22NGQBCVH95TN","A1AZLJ3R5FQ9B7","Submitted","Sat Aug 03 16:04:15 PDT 2019","Sat Aug 03 16:04:48 PDT 2019","Tue Aug 06 16:04:48 PDT 2019","","","","33","0% (0/0)","0% (0/0)","0% (0/0)","Total bill for this horrible service? Over $8Gs. These crooks actually had the nerve to charge us $69 for 3 pills. I checked online the pills can be had for 19 cents EACH! Avoid Hospital ERs at all costs.","Very Negative"
"3Z56AA6EK4L44WN2OM6FXYZYTDZ6MF","3NY2APCH3ADR5OGYG9DS2B32XJRL9G","Sentiment analysis on yelp reviews","label yelp reviews on positivity","sentiment, text, restaurant, yelp","$0.05","Sat Aug 03 11:21:06 PDT 2019","5","BatchId:3725165;OriginalHitTemplateId:928390909;","10800","259200","Mon Aug 05 11:21:06 PDT 2019","","","3YWRV122CTKD729TG5Z0X675GLX8UZ","A1HNR6OIRFCEHS","Submitted","Sat Aug 03 11:21:43 PDT 2019","Sat Aug 03 11:22:42 PDT 2019","Tue Aug 06 11:22:42 PDT 2019","","","","59","0% (0/0)","0% (0/0)","0% (0/0)","Total bill for this horrible service? Over $8Gs. These crooks actually had the nerve to charge us $69 for 3 pills. I checked online the pills can be had for 19 cents EACH! Avoid Hospital ERs at all costs.","Very Negative"
"3JU8CV4BRLX0E5QJGYK1V2FKJI3OPH","3NY2APCH3ADR5OGYG9DS2B32XJRL9G","Sentiment analysis on yelp reviews","label yelp reviews on positivity","sentiment, text, restaurant, yelp","$0.05","Sat Aug 03 11:21:06 PDT 2019","5","BatchId:3725165;OriginalHitTemplateId:928390909;","10800","259200","Mon Aug 05 11:21:06 PDT 2019","","","31LVTDXBL8VG6H1V60DZX06RTMSLRU","A13CLN8L5HFT46","Submitted","Sat Aug 03 11:21:55 PDT 2019","Sat Aug 03 11:23:53 PDT 2019","Tue Aug 06 11:23:53 PDT 2019","","","","118","0% (0/0)","0% (0/0)","0% (0/0)","I *adore* Travis at the Hard Rock's new Kelly Cardenas Salon!  I'm always a fan of a great blowout and no stranger to the chains that offer this service; however, Travis has taken the flawless blowout to a whole new level!  

Travis's greets you with his perfectly green swoosh in his otherwise perfectly styled black hair and a Vegas-worthy rockstar outfit.  Next comes the most relaxing and incredible shampoo -- where you get a full head message that could cure even the very worst migraine in minutes --- and the scented shampoo room.  Travis has freakishly strong fingers (in a good way) and use the perfect amount of pressure.  That was superb!  Then starts the glorious blowout... where not one, not two, but THREE people were involved in doing the best round-brush action my hair has ever seen.  The team of stylists clearly gets along extremely well, as it's evident from the way they talk to and help one another that it's really genuine and not some corporate requirement.  It was so much fun to be there! 

Next Travis started with the flat iron.  The way he flipped his wrist to get volume all around without over-doing it and making me look like a Texas pagent girl was admirable.  It's also worth noting that he didn't fry my hair -- something that I've had happen before with less skilled stylists.  At the end of the blowout & style my hair was perfectly bouncey and looked terrific.  The only thing better?  That this awesome blowout lasted for days! 

Travis, I will see you every single time I'm out in Vegas.  You make me feel beauuuutiful!","Very Positive"
"3JU8CV4BRLX0E5QJGYK1V2FKJI3OPH","3NY2APCH3ADR5OGYG9DS2B32XJRL9G","Sentiment analysis on yelp reviews","label yelp reviews on positivity","sentiment, text, restaurant, yelp","$0.05","Sat Aug 03 11:21:06 PDT 2019","5","BatchId:3725165;OriginalHitTemplateId:928390909;","10800","259200","Mon Aug 05 11:21:06 PDT 2019","","","3TYCR1GOTD4P88NMGH7CJ38Q23BLZN","A4TQSZDPARE7I","Submitted","Sat Aug 03 11:22:21 PDT 2019","Sat Aug 03 11:22:28 PDT 2019","Tue Aug 06 11:22:28 PDT 2019","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","I *adore* Travis at the Hard Rock's new Kelly Cardenas Salon!  I'm always a fan of a great blowout and no stranger to the chains that offer this service; however, Travis has taken the flawless blowout to a whole new level!  

Travis's greets you with his perfectly green swoosh in his otherwise perfectly styled black hair and a Vegas-worthy rockstar outfit.  Next comes the most relaxing and incredible shampoo -- where you get a full head message that could cure even the very worst migraine in minutes --- and the scented shampoo room.  Travis has freakishly strong fingers (in a good way) and use the perfect amount of pressure.  That was superb!  Then starts the glorious blowout... where not one, not two, but THREE people were involved in doing the best round-brush action my hair has ever seen.  The team of stylists clearly gets along extremely well, as it's evident from the way they talk to and help one another that it's really genuine and not some corporate requirement.  It was so much fun to be there! 

Next Travis started with the flat iron.  The way he flipped his wrist to get volume all around without over-doing it and making me look like a Texas pagent girl was admirable.  It's also worth noting that he didn't fry my hair -- something that I've had happen before with less skilled stylists.  At the end of the blowout & style my hair was perfectly bouncey and looked terrific.  The only thing better?  That this awesome blowout lasted for days! 

Travis, I will see you every single time I'm out in Vegas.  You make me feel beauuuutiful!","Very Positive"
"3JU8CV4BRLX0E5QJGYK1V2FKJI3OPH","3NY2APCH3ADR5OGYG9DS2B32XJRL9G","Sentiment analysis on yelp reviews","label yelp reviews on positivity","sentiment, text, restaurant, yelp","$0.05","Sat Aug 03 11:21:06 PDT 2019","5","BatchId:3725165;OriginalHitTemplateId:928390909;","10800","259200","Mon Aug 05 11:21:06 PDT 2019","","","3X3OR7WPZ0LAOCMZ7R7Z6JBM3U48L5","A3JW215NW77ZTU","Submitted","Sat Aug 03 11:21:33 PDT 2019","Sat Aug 03 11:22:01 PDT 2019","Tue Aug 06 11:22:01 PDT 2019","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","I *adore* Travis at the Hard Rock's new Kelly Cardenas Salon!  I'm always a fan of a great blowout and no stranger to the chains that offer this service; however, Travis has taken the flawless blowout to a whole new level!  

Travis's greets you with his perfectly green swoosh in his otherwise perfectly styled black hair and a Vegas-worthy rockstar outfit.  Next comes the most relaxing and incredible shampoo -- where you get a full head message that could cure even the very worst migraine in minutes --- and the scented shampoo room.  Travis has freakishly strong fingers (in a good way) and use the perfect amount of pressure.  That was superb!  Then starts the glorious blowout... where not one, not two, but THREE people were involved in doing the best round-brush action my hair has ever seen.  The team of stylists clearly gets along extremely well, as it's evident from the way they talk to and help one another that it's really genuine and not some corporate requirement.  It was so much fun to be there! 

Next Travis started with the flat iron.  The way he flipped his wrist to get volume all around without over-doing it and making me look like a Texas pagent girl was admirable.  It's also worth noting that he didn't fry my hair -- something that I've had happen before with less skilled stylists.  At the end of the blowout & style my hair was perfectly bouncey and looked terrific.  The only thing better?  That this awesome blowout lasted for days! 

Travis, I will see you every single time I'm out in Vegas.  You make me feel beauuuutiful!","Very Positive"
"3JU8CV4BRLX0E5QJGYK1V2FKJI3OPH","3NY2APCH3ADR5OGYG9DS2B32XJRL9G","Sentiment analysis on yelp reviews","label yelp reviews on positivity","sentiment, text, restaurant, yelp","$0.05","Sat Aug 03 11:21:06 PDT 2019","5","BatchId:3725165;OriginalHitTemplateId:928390909;","10800","259200","Mon Aug 05 11:21:06 PDT 2019","","","3XC1O3LBOT7TMWENAPIUXF79H7PLT7","A3JP94W2FLW2XH","Submitted","Sat Aug 03 11:21:58 PDT 2019","Sat Aug 03 11:22:44 PDT 2019","Tue Aug 06 11:22:44 PDT 2019","","","","46","0% (0/0)","0% (0/0)","0% (0/0)","I *adore* Travis at the Hard Rock's new Kelly Cardenas Salon!  I'm always a fan of a great blowout and no stranger to the chains that offer this service; however, Travis has taken the flawless blowout to a whole new level!  

Travis's greets you with his perfectly green swoosh in his otherwise perfectly styled black hair and a Vegas-worthy rockstar outfit.  Next comes the most relaxing and incredible shampoo -- where you get a full head message that could cure even the very worst migraine in minutes --- and the scented shampoo room.  Travis has freakishly strong fingers (in a good way) and use the perfect amount of pressure.  That was superb!  Then starts the glorious blowout... where not one, not two, but THREE people were involved in doing the best round-brush action my hair has ever seen.  The team of stylists clearly gets along extremely well, as it's evident from the way they talk to and help one another that it's really genuine and not some corporate requirement.  It was so much fun to be there! 

Next Travis started with the flat iron.  The way he flipped his wrist to get volume all around without over-doing it and making me look like a Texas pagent girl was admirable.  It's also worth noting that he didn't fry my hair -- something that I've had happen before with less skilled stylists.  At the end of the blowout & style my hair was perfectly bouncey and looked terrific.  The only thing better?  That this awesome blowout lasted for days! 

Travis, I will see you every single time I'm out in Vegas.  You make me feel beauuuutiful!","Neutral"
"3JU8CV4BRLX0E5QJGYK1V2FKJI3OPH","3NY2APCH3ADR5OGYG9DS2B32XJRL9G","Sentiment analysis on yelp reviews","label yelp reviews on positivity","sentiment, text, restaurant, yelp","$0.05","Sat Aug 03 11:21:06 PDT 2019","5","BatchId:3725165;OriginalHitTemplateId:928390909;","10800","259200","Mon Aug 05 11:21:06 PDT 2019","","","3ZOTGHDK5JW0DH45YHTWFRFHATGSO6","AKSJ3C5O3V9RB","Submitted","Sat Aug 03 11:21:26 PDT 2019","Sat Aug 03 11:22:36 PDT 2019","Tue Aug 06 11:22:36 PDT 2019","","","","70","0% (0/0)","0% (0/0)","0% (0/0)","I *adore* Travis at the Hard Rock's new Kelly Cardenas Salon!  I'm always a fan of a great blowout and no stranger to the chains that offer this service; however, Travis has taken the flawless blowout to a whole new level!  

Travis's greets you with his perfectly green swoosh in his otherwise perfectly styled black hair and a Vegas-worthy rockstar outfit.  Next comes the most relaxing and incredible shampoo -- where you get a full head message that could cure even the very worst migraine in minutes --- and the scented shampoo room.  Travis has freakishly strong fingers (in a good way) and use the perfect amount of pressure.  That was superb!  Then starts the glorious blowout... where not one, not two, but THREE people were involved in doing the best round-brush action my hair has ever seen.  The team of stylists clearly gets along extremely well, as it's evident from the way they talk to and help one another that it's really genuine and not some corporate requirement.  It was so much fun to be there! 

Next Travis started with the flat iron.  The way he flipped his wrist to get volume all around without over-doing it and making me look like a Texas pagent girl was admirable.  It's also worth noting that he didn't fry my hair -- something that I've had happen before with less skilled stylists.  At the end of the blowout & style my hair was perfectly bouncey and looked terrific.  The only thing better?  That this awesome blowout lasted for days! 

Travis, I will see you every single time I'm out in Vegas.  You make me feel beauuuutiful!","Very Positive"
